Id,DatasetID,IndividualID,OriginalID,OriginalTraitName,OriginalTraitDef,StandardisedTraitName,StandardisedTraitDef,OriginalTraitValue,OriginalTraitUnit,OriginalErrorPos,OriginalErrorNeg,OriginalErrorUnit,StandardisedTraitValue,StandardisedTraitUnit,Replicates,Habitat,LabField,AmbientTemp,AmbientTempMethod,AmbientTempUnit,SecondStressor,SecondStressorDef,SecondStressorValue,SecondStressorUnit,TimeStart,TimeEnd,TotalObsTimeValue,TotalObsTimeUnit,TotalObsTimeNotes,Location,LocationType,LocationDate,LocationDatePrecision,CoordinateType,Latitude,Longitude,Interactor1,Interactor1Common,Interactor1Wholepart,Interactor1Number,Interactor1Kingdom,Interactor1Phylum,Interactor1Class,Interactor1Order,Interactor1Family,Interactor1Genus,Interactor1Species,Interactor1Stage,Interactor1Sex,Interactor1Temp,Interactor1TempUnit,Interactor1TempMethod,Interactor1GrowthTemp,Interactor1GrowthTempUnit,Interactor1GrowthDur,Interactor1GrowthdDurUnit,Interactor1GrowthType,Interactor1Acc,Interactor1AccTemp,Interactor1AccTime,Interactor1AccTimeUnit,Interactor1OrigTempNotes,Interactor1OrigTime,Interactor1OrigTimeUnit,Interactor1Size,Interactor1SizeUnit,Interactor1SizeType,Interactor1SizeSI,Interactor1SizeUnitSI,Interactor1DenValue,Interactor1DenUnit,Interactor2Common,Interactor2Kingdom,Interactor2Phylum,Interactor2Class,Interactor2Order,Interactor2Family,Interactor2Genus,Interactor2Species,Interactor2Stage,Interactor2Temp,Interactor2TempUnit,Interactor2GrowthTemp,Interactor2GrowthTempUnit,FigureTable,Citation,DOI,CuratedByCitation,CuratedByDOI,SubmittedBy,ContributorEmail,Notes,DefaultChartXaxis,DefaultChartCategory,EmbargoReleaseDate,cluster_id,version
109629,826,,SK042,survival,proportion of individuals surviving life stage (emergence rate),,,0.866,proportion,0.0024,0.0024,SE,,,,terrestrial,laboratory,,,,,estimate of total food (yeast) provided per larvae per day,1.0,mg,2019.0,2019.0,,,,Colonia Aurora Argentina,,,0,decimal,-27.47408,-54.521198,Aedes albopictus,,,5.0,Animalia,Arthropoda,Insecta,Diptera,Culicidae,Aedes,albopictus,juvenile (L1 to pupa),indeterminate,16.0,Celsius,,,,,,,,,,,,,,,,,,,5.0,juvenile,,,,,,,,,,,,,,table 4,Garzon et al 2021. Temperature and photoperiod effects on dormancy status and life cycle parameters in Aedes albopictus and Aedes aegypti from subtropical Argentina. Med Vet Entomol. 35:1,10.1111/mve.12474,Brass et al. 2024. Role of vector phenotypic plasticity in disease transmission as illustrated by the spread of dengue virus by Aedes albopictus. Nat Commun 15: 7823,10.1038/s41467-024-52144-5,Sarah Kelly,s.kelly@imperial.ac.uk,,Unplottable,,01/02/2019,12,v1
109736,843,,SK008,body size,dry mass,,,0.28,mg,0.01,0.01,SE,,,,terrestrial,laboratory,,,,,total amount of yeast made available as food,30.0,mg,2015.0,2015.0,,,,Vero Beach FL USA,field (F3),,0,decimal,27.645968,-80.405425,Aedes albopictus,,,100.0,Animalia,Arthropoda,Insecta,Diptera,Culicidae,Aedes,albopictus,adult,female,24.0,Celsius,,,,,,,,,,,,,,,,,,,100.0,adult,,,,,,,,,,,,,,figure 2,Alto et al. 2015. Interspecific Larval Competition Differentially Impacts Adult Survival in Dengue Vectors. Journal of Medical Entomology 52:2,10.1093/jme/tju062,Brass et al. 2024. Role of vector phenotypic plasticity in disease transmission as illustrated by the spread of dengue virus by Aedes albopictus. Nat Commun 15: 7823,10.1038/s41467-024-52144-5,Sarah Kelly,s.kelly@imperial.ac.uk,Ae. albopictus (F3) mosquitoes used in the experiment were the progeny of field-collected larvae from Vero Beach FL.,SecondStressorValue,Location,01/02/2019,18,v1
109744,847,,SK002,body size,mean wing length,,,3.12,mm,0.03,0.03,SE,,,,terrestrial,laboratory,,,,,estimate of total food (tetramin) provided per larvae per day,1.0,mg,2018.0,2018.0,,,,Kanazawa Japan,field (F2 and F3 gen),,0,decimal,36.55,136.666667,Aedes albopictus,,,39.0,Animalia,Arthropoda,Insecta,Diptera,Culicidae,Aedes,albopictus,adult,female,22.0,Celsius,,,,,,,,,,,,,,,,,,,20.0,adult,,,,,,,,,,,,,,table 2,Alam et al. 2020. A study comparing the growth rates of two related species Aedes albopictus and Aedes flavopictus (Diptera: Culicidae) at different temperature regimes. Medical Entomology and Zoology 71,10.7601/mez.71.25,Brass et al. 2024. Role of vector phenotypic plasticity in disease transmission as illustrated by the spread of dengue virus by Aedes albopictus. Nat Commun 15: 7823,10.1038/s41467-024-52144-5,Sarah Kelly,s.kelly@imperial.ac.uk,,Unplottable,,01/02/2019,18,v1
109905,870,,SK049,mortality,percentage not surviving life stage,,,4.12,percent,4.26,4.26,SE,,,,terrestrial,laboratory,,,,,estimate of total food (liver) provided per larvae per day,0.6,mg,2012.0,2012.0,,,,Penang Malaysia,field (F2),,0,decimal,5.355024358,100.2976418,Aedes albopictus,,,,Animalia,Arthropoda,Insecta,Diptera,Culicidae,Aedes,albopictus,juvenile (L1 to pupa),indeterminate,25.0,Celsius,,,,,,,,,,,,,,,,,,,,juvenile,,,,,,,,,,,,,,table 2,Jong et al 2017. The effect of inbreeding and larval feeding regime on immature development of Aedes albopictus. J Vector Ecol. 42:1,10.1111/jvec.12244,Brass et al. 2024. Role of vector phenotypic plasticity in disease transmission as illustrated by the spread of dengue virus by Aedes albopictus. Nat Commun 15: 7823,10.1038/s41467-024-52144-5,Sarah Kelly,s.kelly@imperial.ac.uk,field-strain mosquitoes were established from larvae and eggs collected from around the area of Aman Damai Universiti Sains Malaysia. The F2 generation of field-strain Ae. albopictus was used in these experiments.,SecondStressorValue,Location,01/02/2019,13,v1
110129,900,,SK066,survival,percentage of individuals surviving life stage (emergence rate),,,89.0,individuals,2.0,2.0,SE,,,,terrestrial,laboratory,,,,,estimate of total food (yeast) provided per larvae per day,0.17957351,mg,2011.0,2011.0,,,,Florida USA,field (F5),,0,decimal,28.077173,-81.580324,Aedes albopictus,,,531.0,Animalia,Arthropoda,Insecta,Diptera,Culicidae,Aedes,albopictus,juvenile (L1 to pupa),indeterminate,25.0,Celsius,,,,,,,,,,,,,,,,,,,,juvenile (L1 to pupa),,,,,,,,,,,,,,table 1,Muturi et al 2011. Can Pesticides and Larval Competition Alter Susceptibility of Aedes Mosquitoes (Diptera: Culicidae) to Arbovirus Infection? Journal of Medical Entomology 48:2,10.1603/ME10213,Brass et al. 2024. Role of vector phenotypic plasticity in disease transmission as illustrated by the spread of dengue virus by Aedes albopictus. Nat Commun 15: 7823,10.1038/s41467-024-52144-5,Sarah Kelly,s.kelly@imperial.ac.uk,,SecondStressorValue,Location,01/02/2019,12,v1
110278,926,,PJH002,reproductive capacity,proportion of individuals that laid eggs after first blood meal,,,0.731,proportion,,,,,,,terrestrial,laboratory,,,,,estimate of total food (tetramin) provided per larvae per day,1.0,mg,2018.0,2018.0,,,,Kanazawa Japan,field (F2 and F3 gen),,0,decimal,36.55,136.666667,Aedes albopictus,,,26.0,Animalia,Arthropoda,Insecta,Diptera,Culicidae,Aedes,albopictus,adult,female,22.0,Celsius,,,,,,,,,,,,,,,,,,,20.0,adult,,,,,,,,,,,,,,table 1,Alam et al. 2020. A study comparing the growth rates of two related species Aedes albopictus and Aedes flavopictus (Diptera: Culicidae) at different temperature regimes. Medical Entomology and Zoology 71,10.7601/mez.71.25,,,Paul Huxley,p.huxly@gmail.com,interactor1number is the number of indiviiduals that did not survive from n=100 at the start of the experiment,Unplottable,,01/02/2019,-1,v1
110281,927,,PJH003,fertility,mean number of hatched eggs in an individuals lifetime,,,15.8,eggs individual-1,6.8,6.8,SE,,,,terrestrial,laboratory,,,,,estimate of total food (tetramin) provided per larvae per day,1.0,mg,2018.0,2018.0,,,,Kanazawa Japan,field (F2 and F3 gen),,0,decimal,36.55,136.666667,Aedes albopictus,,,26.0,Animalia,Arthropoda,Insecta,Diptera,Culicidae,Aedes,albopictus,adult,female,22.0,Celsius,,,,,,,,,,,,,,,,,,,20.0,adult,,,,,,,,,,,,,,table 1,Alam et al. 2020. A study comparing the growth rates of two related species Aedes albopictus and Aedes flavopictus (Diptera: Culicidae) at different temperature regimes. Medical Entomology and Zoology 71,10.7601/mez.71.25,,,Paul Huxley,p.huxly@gmail.com,interactor1number is the number of indiviiduals that did not survive from n=100 at the start of the experiment,Unplottable,,01/02/2019,-1,v1
110336,930,,AGU005,survival rate,mean percentage surviving life stage,,,95.0,percent,3.45,3.45,se,,,,terrestrial,laboratory,,,,,,,,,,,,,Los Samanes Park Guayaquil Ecuador,colony (F7),01/01/2018,1,decimal,-2.10129,-79.89205,Tamarixia radiata,,,38.0,Animalia,Arthropoda,Insecta,Hymenoptera,Eulophidae,Tamarixia,radiata,juvenile (egg to adult),,20.0,Celsius,,27.0,Celsius,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,table 1,Aguila et al. 2020. Temperature-dependent demography and population projection of Tamarixia radiata (Hymenoptera: Eulophidae) reared on Diaphorina citri (Hemiptera: Liviidae). Journal of Economic Entom. 113:1.,10.1093/jee/toz247,,,Wills McGraw,willsmcgraw21@vt.ed,interactor1number is the number of individuals surviving life stage from an intitial n=40 at the start of the experiment,Interactor1Temp,Location,01/01/2020,15,v1
110348,932,,AGU007,lifespan,mean duration of entrie lifespan (from egg to adult death),,,51.58,days,3.31,3.31,se,,,,terrestrial,laboratory,,,,,,,,,,,,,Los Samanes Park Guayaquil Ecuador,colony (F7),01/01/2018,1,decimal,-2.10129,-79.89205,Tamarixia radiata,,,40.0,Animalia,Arthropoda,Insecta,Hymenoptera,Eulophidae,Tamarixia,radiata,,,20.0,Celsius,,27.0,Celsius,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,table 1,Aguila et al. 2020. Temperature-dependent demography and population projection of Tamarixia radiata (Hymenoptera: Eulophidae) reared on Diaphorina citri (Hemiptera: Liviidae). Journal of Economic Entom. 113:1.,10.1093/jee/toz247,,,Wills McGraw,willsmcgraw21@vt.ed,,Interactor1Temp,Location,01/01/2020,8,v1
110352,933,,AGU008,preoviposition period,mean duration from adult emergence to onset of reproduction,,,0.17,days,0.09,0.09,se,,,,terrestrial,laboratory,,,,,,,,,,,,,Los Samanes Park Guayaquil Ecuador,colony (F7),01/01/2018,1,decimal,-2.10129,-79.89205,Tamarixia radiata,,,18.0,Animalia,Arthropoda,Insecta,Hymenoptera,Eulophidae,Tamarixia,radiata,adult,female,20.0,Celsius,,27.0,Celsius,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,table 1,Aguila et al. 2020. Temperature-dependent demography and population projection of Tamarixia radiata (Hymenoptera: Eulophidae) reared on Diaphorina citri (Hemiptera: Liviidae). Journal of Economic Entom. 113:1.,10.1093/jee/toz247,,,Wills McGraw,willsmcgraw21@vt.ed,,Interactor1Temp,Location,01/01/2020,26,v1
110356,934,,AGU009,total preoviposition period,mean duration from egg to onset of reproduction,,,17.22,days,0.1,0.1,se,,,,terrestrial,laboratory,,,,,,,,,,,,,Los Samanes Park Guayaquil Ecuador,colony (F7),01/01/2018,1,decimal,-2.10129,-79.89205,Tamarixia radiata,,,18.0,Animalia,Arthropoda,Insecta,Hymenoptera,Eulophidae,Tamarixia,radiata,adult,female,20.0,Celsius,,27.0,Celsius,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,table 1,Aguila et al. 2020. Temperature-dependent demography and population projection of Tamarixia radiata (Hymenoptera: Eulophidae) reared on Diaphorina citri (Hemiptera: Liviidae). Journal of Economic Entom. 113:1.,10.1093/jee/toz247,,,Wills McGraw,willsmcgraw21@vt.ed,,Interactor1Temp,Location,01/01/2020,26,v1
110360,935,,AGU010,oviposition period,mean duration of life stage,,,43.89,days,1.84,1.84,se,,,,terrestrial,laboratory,,,,,,,,,,,,,Los Samanes Park Guayaquil Ecuador,colony (F7),01/01/2018,1,decimal,-2.10129,-79.89205,Tamarixia radiata,,,18.0,Animalia,Arthropoda,Insecta,Hymenoptera,Eulophidae,Tamarixia,radiata,adult,female,20.0,Celsius,,27.0,Celsius,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,table 1,Aguila et al. 2020. Temperature-dependent demography and population projection of Tamarixia radiata (Hymenoptera: Eulophidae) reared on Diaphorina citri (Hemiptera: Liviidae). Journal of Economic Entom. 113:1.,10.1093/jee/toz247,,,Wills McGraw,willsmcgraw21@vt.ed,,Interactor1Temp,Location,01/01/2020,27,v1
110364,936,,AGU011,fecundity,mean eggs individual-1,,,157.7,eggs,6.5,6.5,sem,,,,terrestrial,laboratory,,,,,,,,,,,,,Los Samanes Park Guayaquil Ecuador,colony (F7),01/01/2018,1,decimal,-2.10129,-79.89205,Tamarixia radiata,,,,Animalia,Arthropoda,Insecta,Hymenoptera,Eulophidae,Tamarixia,radiata,adult,female,20.0,Celsius,,27.0,Celsius,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,table 2,Aguila et al. 2020. Temperature-dependent demography and population projection of Tamarixia radiata (Hymenoptera: Eulophidae) reared on Diaphorina citri (Hemiptera: Liviidae). Journal of Economic Entom. 113:1.,10.1093/jee/toz247,,,Wills McGraw,willsmcgraw21@vt.ed,,Interactor1Temp,Location,01/01/2020,28,v1
110368,937,,AGU012,sex ratio,mean proportion of female adults cohort-1,,,0.45,ratio,0.079,0.079,sem,,,,terrestrial,laboratory,,,,,,,,,,,,,Los Samanes Park Guayaquil Ecuador,colony (F7),01/01/2018,1,decimal,-2.10129,-79.89205,Tamarixia radiata,,,,Animalia,Arthropoda,Insecta,Hymenoptera,Eulophidae,Tamarixia,radiata,adult,female,20.0,Celsius,,27.0,Celsius,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,table 2,Aguila et al. 2020. Temperature-dependent demography and population projection of Tamarixia radiata (Hymenoptera: Eulophidae) reared on Diaphorina citri (Hemiptera: Liviidae). Journal of Economic Entom. 113:1.,10.1093/jee/toz247,,,Wills McGraw,willsmcgraw21@vt.ed,,Interactor1Temp,Location,01/01/2020,-1,v1
110388,939,,LIU001,developmental time,mean duration of life stage,,,9.74,days,0.23,0.23,se,,,,terrestrial,laboratory,,,,,,,,,,,,,Pompano Beach Broward County Florida USA,colony,,0,decimal,26.234722,-80.125556,Diaphorina citri,,,35.0,Animalia,Arthropoda,Insecta,Hemiptera,Liviidae,Diaphorina,citri,egg,,15.0,Celsius,,28.0,Celsius,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,table 1,Liu and Tsai. 2005. Effects of temperature on biology and life table parameters of the Asian citrus psyllid Diaphorina citri Kuwayama (Homoptera: Psyllidae). Annals of Applied Biology 137:3.,10.1111/j.1744-7348.2000.tb00060.x,,,Wills McGraw,willsmcgraw21@vt.edu,interactor1number is the assumed number of individuals measured from egg to adult,Interactor1Temp,Location,01/01/2005,7,v1
110465,941,,LIU016,longevity,mean duration of life,,,88.3,days,4.31,4.31,se,,,,terrestrial,laboratory,,,,,,,,,,,,,Pompano Beach Broward County Florida USA,colony,,0,decimal,26.234722,-80.125556,Diaphorina citri,,,18.0,Animalia,Arthropoda,Insecta,Hemiptera,Liviidae,Diaphorina,citri,adult,female,15.0,Celsius,,28.0,Celsius,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,table 4,Liu and Tsai. 2005. Effects of temperature on biology and life table parameters of the Asian citrus psyllid Diaphorina citri Kuwayama (Homoptera: Psyllidae). Annals of Applied Biology 137:3.,10.1111/j.1744-7348.2000.tb00060.x,,,Wills McGraw,willsmcgraw21@vt.edu,,Interactor1Temp,Location,01/01/2005,8,v1
110471,942,,LIU017,fecundity,mean lifetime total number of nymphs,,,171.0,progeny individual-1,25.1,25.1,se,,,,terrestrial,laboratory,,,,,,,,,,,,,Pompano Beach Broward County Florida USA,colony,,0,decimal,26.234722,-80.125556,Diaphorina citri,,,18.0,Animalia,Arthropoda,Insecta,Hemiptera,Liviidae,Diaphorina,citri,adult,female,15.0,Celsius,,28.0,Celsius,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,table 4,Liu and Tsai. 2005. Effects of temperature on biology and life table parameters of the Asian citrus psyllid Diaphorina citri Kuwayama (Homoptera: Psyllidae). Annals of Applied Biology 137:3.,10.1111/j.1744-7348.2000.tb00060.x,,,Wills McGraw,willsmcgraw21@vt.edu,,Interactor1Temp,Location,01/01/2005,28,v1
110513,944,,MCM008,mortality,mean percent not surviving life stage,,,18.6,percent,,,,,,,terrestrial,laboratory,,,,,,,,,,,,,Summerland British Columbia Canada,colony,,0,decimal,49.600556,-119.677778,Cacopsylla pyricola,,,120.0,Animalia,Arthropoda,Insecta,Hemiptera,Psyllidae,Cacopsylla,pyricola,egg,,10.0,Celsius,,21.1,Celsius,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,table 2,McMullen and Jong 1977. Effect of temperature on developmental rate and fecundity of the Pear Psylla Psylla pyricola (Homoptera: Psyllidae). The Canadian Entomologist 109:2.,10.4039/Ent109165-2,,,Wills McGraw,willsmcgraw21@vt.edu,interactor1number is the number of individuals at the start of the experiment,Interactor1Temp,Location,01/01/1977,13,v1
110784,954,,NAV005,sex ratio,ratio of male psyllids to female psyllids,,,0.5,ratio,0.05,0.05,sd,,,,terrestrial,laboratory,,,,host,host plant -- 1 = Rangpur lime; 2 = Orange jessamine; 3 = Sunki mandarin,1.0,,,,,,,Luiz de Queiroz College of Agriculture University of Sao Paulo Piracicaba Brazil,colony,,0,decimal,-22.708333,-47.641667,Diaphorina citri,,,,Animalia,Arthropoda,Insecta,Hemiptera,Liviidae,Diaphorina,citri,egg,,24.0,Celsius,,25.0,Celsius,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,table 1,Nava et al. 2007. Biology of Diaphorina citri (Hem. Psyllidae) on different hosts and at different temperatures. Journal of Appl. Entomol. 131:9-10.,10.1111/j.1439-0418.2007.01230.x,,,Wills McGraw,willsmcgraw21@vt.edu,,SecondStressorValue,Location,01/01/2007,-1,v1
110787,955,,NAV006,head capsule width,mean width of head capsule,,,0.11,mm,0.008,0.008,sd,,,,terrestrial,laboratory,,,,host,host plant -- 1 = Rangpur lime; 2 = Orange jessamine; 3 = Sunki mandarin,1.0,,,,,,,Luiz de Queiroz College of Agriculture University of Sao Paulo Piracicaba Brazil,colony,,0,decimal,-22.708333,-47.641667,Diaphorina citri,,,14.0,Animalia,Arthropoda,Insecta,Hemiptera,Liviidae,Diaphorina,citri,N1,,24.0,Celsius,,25.0,Celsius,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,table 3,Nava et al. 2007. Biology of Diaphorina citri (Hem. Psyllidae) on different hosts and at different temperatures. Journal of Appl. Entomol. 131:9-10.,10.1111/j.1439-0418.2007.01230.x,,,Wills McGraw,willsmcgraw21@vt.edu,,SecondStressorValue,Location,01/01/2007,-1,v1
110865,957,,NAV022,fecundity,mean liftetime eggs,,,265.1,eggs individual-1,23.85,23.85,not stated,,,,terrestrial,laboratory,,,,host,host plant -- 1 = Rangpur lime; 2 = Orange jessamine; 3 = Sunki mandarin,1.0,,,,,,,Luiz de Queiroz College of Agriculture University of Sao Paulo Piracicaba Brazil,colony,,0,decimal,-22.708333,-47.641667,Diaphorina citri,,,20.0,Animalia,Arthropoda,Insecta,Hemiptera,Liviidae,Diaphorina,citri,juvenile,female,24.0,Celsius,,25.0,Celsius,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,figure 1,Nava et al. 2007. Biology of Diaphorina citri (Hem. Psyllidae) on different hosts and at different temperatures. Journal of Appl. Entomol. 131:9-10.,10.1111/j.1439-0418.2007.01230.x,,,Wills McGraw,willsmcgraw21@vt.edu,,SecondStressorValue,Location,01/01/2007,28,v1
111333,965,,HALL001,cold hardiness,percent of eggs hatched after being exposed to freezing temperatures for a given duration of time,eggs hatched,number of psyllid eggs that hatched after exposure to a given temperature,87.5,percent,,,,14.0,,1.0,terrestrial,laboratory,,,,,,,,,,,,,USDA-ARS U.S. Horticultural Research Laboratory Fort Pierce Florida USA,colony,,0,,,,Diaphorina citri,,,16.0,Animalia,Arthropoda,Insecta,Hemiptera,Liviidae,Diaphorina,citri,egg,,-5.36,Celsius,,,,,,,,,,,,0.0,hours,,,,,,,,,,,,,,,,,,,,,figure 2,"Hall et al. 2011. Temperature studies with the Asian citrus psyllid, Diaphorina citri: Cold hardiness and temperature thresholds for oviposition. Journal of Insect Science 11 (1): 83.",https://doi.org/10.1673/031.011.8301,,,Cat Lippi,catlippi@vt.edu,,Interactor1Temp,Location,01/01/2011,-1,v1
112267,966,5,HALL004,temperature thresholds for oviposition,number of psyllid eggs laid over a 48 hour period at temperatures at which female psyllids were held,,,0.0,number of eggs,,,,,,,terrestrial,laboratory,,,,,,,,,,,,,USDA-ARS U.S. Horticultural Research Laboratory Fort Pierce Florida USA,colony,,0,,,,Diaphorina citri,,,,Animalia,Arthropoda,Insecta,Hemiptera,Liviidae,Diaphorina,citri,adult,female,17.0,Celsius,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,figure 5,"Hall et al. 2011. Temperature studies with the Asian citrus psyllid, Diaphorina citri: Cold hardiness and temperature thresholds for oviposition. Journal of Insect Science 11 (1): 83.",https://doi.org/10.1673/031.011.8301,,,Cat Lippi,catlippi@vt.edu,,Interactor1Temp,Location,01/01/2011,-1,v1
112410,970,,BRB003,mortality rate,inverse of mean longevity,z,adult mortality rate,0.796,days-1,,,,0.796,individual-1 day-1,,terrestrial,laboratory,,,,,,,,,,,,,Dschang Cameroon,field (cabbage),,0,decimal,5.267,10.0409,Brevicoryne brassicae,,,100.0,Animalia,Arthropoda,Insecta,Hemiptera,Aphididae,Brevicoryne,brassicae,adult,,2.5,Celsius,,25.0,Celsius,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,figure 4a ,Soh et al. 2018. Effect of temperature on the biological parameters of the cabbage aphid Brevicoryne brassicae. Ecol. Evol. 8:23,10.1002/ece3.4639,,,Paul Huxley,phuxly@gmail.com,,Interactor1Temp,Location,01/01/2018,14,v1
112417,971,,BRV004,fecundity,mean lifetime progeny,bmax,,41.4,progeny individual-1,3.04,3.04,se,,,,terrestrial,laboratory,,,,,,,,,,,,,Dschang Cameroon,field (cabbage),,0,decimal,5.267,10.0409,Brevicoryne brassicae,,,48.0,Animalia,Arthropoda,Insecta,Hemiptera,Aphididae,Brevicoryne,brassicae,adult,,10.0,Celsius,,25.0,Celsius,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,table 6,Soh et al. 2018. Effect of temperature on the biological parameters of the cabbage aphid Brevicoryne brassicae. Ecol. Evol. 8:23,10.1002/ece3.4639,,,Paul Huxley,phuxly@gmail.com,,Interactor1Temp,Location,01/01/2018,28,v1
112459,975,,BVB003,longevity,percent not surviving life stage,z,adult mortality rate,11.4,days,0.48,0.48,se,0.088,individual-1 day-1,,terrestrial,laboratory,,,,,,,,,,,,,Iksan South Korea,colony,,0,decimal,35.943889,126.954444,Brevicoryne brassicae,,,26.0,Animalia,Arthropoda,Insecta,Hemiptera,Aphididae,Brevicoryne,brassicae,adult,,18.0,Celsius,,24.0,Celsius,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,table 4,Kim et al. 2014. Life table analysis of the cabbage aphid Brevicoryne brassicae (Linnaeus) (Homoptera: Aphididae) on Tah Tsai Chinese cabbages. Korean Journal of Applied Entomology 53:4,10.5656/KSAE.2014.11.0.058,,,Paul Huxley,phuxly@gmail.com,,Interactor1Temp,Location,01/01/2014,8,v1
112469,977,,BVB005,fecundity rate,mean progeny per unit time,bmax,fecundity rate,2.0,progeny individual-1 day-1,0.06,0.06,se,2.0,progeny individual-1 day-1,,terrestrial,laboratory,,,,,,,,,,,,,Iksan South Korea,colony (cabbage),,0,decimal,35.943889,126.954444,Brevicoryne brassicae,,,26.0,Animalia,Arthropoda,Insecta,Hemiptera,Aphididae,Brevicoryne,brassicae,adult,female,18.0,Celsius,,24.0,Celsius,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,table 4,Kim et al. 2014. Life table analysis of the cabbage aphid Brevicoryne brassicae (Linnaeus) (Homoptera: Aphididae) on Tah Tsai Chinese cabbages. Korean Journal of Applied Entomology 53:4,10.5656/KSAE.2014.11.0.058,,,Paul Huxley,phuxly@gmail.com,,Interactor1Temp,Location,01/01/2014,29,v1
112717,986,,AII003,reproductive and post-reproductive periods,mean duration of life stage,,,26.0,days,2.9,2.9,se,,,,terrestrial,laboratory,,,,,,,,,,,,,Anyang Henan China,field (cotton),,0,decimal,36.07,114.22,Aphis gossypii,,,,Animalia,Arthropoda,Insecta,Homoptera,Aphididae,Aphis,gossypii,adult,,10.0,Celsius,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,table 1,Xia et al. 1999. Influence of temperature on bionomics of cotton aphid Aphis gossypii on cotton. Entomologia Experimentalis et Applicata 90:1,10.1046/j.1570-7458.1999.00420.x,"Pawar, S., Huxley, P.J., Smallwood, T.R.C. et al. Variation in temperature of peak trait performance constrains adaptation of arthropod populations to climatic warming. Nat Ecol Evol 8, 500–510 (2024).",10.1038/s41559-023-02301-8,Paul Huxley,phuxly@gmail.com,,Interactor1Temp,Location,01/01/1999,25,v1
112729,988,,AII005,age at first reproduction,mean duration of life stage,,,25.9,days,1.1,1.1,se,,,,terrestrial,laboratory,,,,,,,,,,,,,Anyang Henan China,field (cotton),,0,decimal,36.07,114.22,Aphis gossypii,,,,Animalia,Arthropoda,Insecta,Homoptera,Aphididae,Aphis,gossypii,adult,,10.0,Celsius,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,table 1,Xia et al. 1999. Influence of temperature on bionomics of cotton aphid Aphis gossypii on cotton. Entomologia Experimentalis et Applicata 90:1,10.1046/j.1570-7458.1999.00420.x,"Pawar, S., Huxley, P.J., Smallwood, T.R.C. et al. Variation in temperature of peak trait performance constrains adaptation of arthropod populations to climatic warming. Nat Ecol Evol 8, 500–510 (2024).",10.1038/s41559-023-02301-8,Paul Huxley,phuxly@gmail.com,,Interactor1Temp,Location,01/01/1999,-1,v1
112735,989,,AII006,life cycle,mean duration of entire life cycle,,,53.4,days,3.6,3.6,se,,,,terrestrial,laboratory,,,,,,,,,,,,,Anyang Henan China,field (cotton),,0,decimal,36.07,114.22,Aphis gossypii,,,,Animalia,Arthropoda,Insecta,Homoptera,Aphididae,Aphis,gossypii,adult,,10.0,Celsius,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,table 1,Xia et al. 1999. Influence of temperature on bionomics of cotton aphid Aphis gossypii on cotton. Entomologia Experimentalis et Applicata 90:1,10.1046/j.1570-7458.1999.00420.x,"Pawar, S., Huxley, P.J., Smallwood, T.R.C. et al. Variation in temperature of peak trait performance constrains adaptation of arthropod populations to climatic warming. Nat Ecol Evol 8, 500–510 (2024).",10.1038/s41559-023-02301-8,Paul Huxley,phuxly@gmail.com,,Interactor1Temp,Location,01/01/1999,-1,v1
112777,996,,URV005,age at first reproduction,mean duration from birth to onset of reproduction,,,13.83,days,0.18,0.18,se,,,,terrestrial,laboratory,,,,,,,,,,,,,Yangzhou China,colony (L. sativa),01/01/2020,1,decimal,32.3944,119.4128,Uroleucon formosanum,,,,Animalia,Arthropoda,Insecta,Hemiptera,Aphididae,Uroleucon,formosanuum,juvenile and adult,,17.0,Celsius,,21.0,Celsius,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,table 1,Jing et al. 2022. Life table construction under different temperatures and insecticide susceptibility analysis of Uroleucon formosanum (Hemiptera: Aphididae). Insects 13:8,10.3390/insects13080693,,,Paul Huxley,phuxly@gmail.com,,Interactor1Temp,Location,01/01/2022,-1,v1
